Time,10f010.pv,10T0003.PV,10A100C3.PV
Time,DeC2FeedFlow.m,DeC2FeedTemp.m,% C3 IN C2 COMP
MM/dd/yy H:mm:ss,None,None,None
08/02/97 3:45:00,7.051301479,201.5406952,0.240119651
08/02/97 3:50:00,7.045117855,201.0792542,0.241096243
08/02/97 3:55:00,6.99911499,200.5613098,0.198248222
08/02/97 4:00:00,6.974974632,200.6554871,0.186162904
08/02/97 4:05:00,6.977446556,201.7780151,0.186162904
08/02/97 4:10:00,6.989068031,201.19133,0.144123659
08/02/97 4:15:00,7.061083317,200.8309631,0.128177747
08/02/97 4:20:00,7.071223736,201.2770233,0.154336467
08/02/97 4:25:00,7.062669754,201.3883514,0.17250587
08/02/97 4:30:00,7.113871098,201.8043823,0.170903653
08/02/97 4:35:00,7.139569283,201.6593628,0.164799958
08/02/97 4:40:00,7.13313961,201.166275,0.164799958
08/02/97 4:45:00,7.140171528,200.7463531,0.180059209
08/02/97 4:50:00,7.242609978,201.2440643,0.20142217
08/02/97 4:55:00,7.245414734,201.7846069,0.20142217
08/02/97 5:00:00,7.258720875,200.9342194,0.158696249
08/02/97 5:05:00,7.278344631,200.6863861,0.188342795
08/02/97 5:10:00,7.366900921,201.9494019,0.1946318
08/02/97 5:15:00,7.355525017,201.0726776,0.177007362
08/02/97 5:20:00,7.361430645,200.6573792,0.1886044
08/02/97 5:25:00,7.354685783,200.7628479,0.201422185
08/02/97 5:30:00,7.358269215,201.5538788,0.20142217
08/02/97 5:35:00,7.353755474,201.0100403,0.192266613
08/02/97 5:40:00,7.329611778,200.9551239,0.195562616
08/02/97 5:45:00,7.290145874,200.900177,0.210577711
08/02/97 5:50:00,7.284157753,200.8452454,0.177007362
08/02/97 5:55:00,7.290780067,200.7903137,0.177007377
08/02/97 6:00:00,7.281746864,199.9190826,0.189214766
08/02/97 6:05:00,7.293038368,200.0601501,0.189214766
08/02/97 6:10:00,7.286141872,200.2578888,0.179937139
08/02/97 6:15:00,7.274048328,200.596405,0.164799958
08/02/97 6:20:00,7.253768921,200.2750549,0.164799958
08/02/97 6:25:00,7.267151356,200.5041199,0.164799958
08/02/97 6:30:00,7.257400036,200.8854523,0.200689718
08/02/97 6:35:00,7.227521896,200.6876984,0.165715516
08/02/97 6:40:00,7.18051672,200.4068909,0.19098483
08/02/97 6:45:00,7.188993454,200.0097198,0.198370308
08/02/97 6:50:00,7.18463707,200.256897,0.198370308
08/02/97 6:55:00,7.158399105,200.5835419,0.191122159
08/02/97 7:00:00,7.149991512,200.2254486,0.183111057
08/02/97 7:05:00,7.150975704,200.1626587,0.192388684
08/02/97 7:10:00,7.168111324,200.0998688,0.204038039
08/02/97 7:15:00,7.218623161,200.0370941,0.186162904
08/02/97 7:20:00,7.213629246,199.6158295,0.213629574
08/02/97 7:25:00,7.199316502,199.6890869,0.213629574
08/02/97 7:30:00,7.23595047,200.2618713,0.210577711
08/02/97 7:35:00,7.264351368,200.770752,0.165715516
08/02/97 7:40:00,7.267044544,200.3047028,0.164799958
08/02/97 7:45:00,7.296200275,200.209137,0.164799973
08/02/97 7:50:00,7.342821598,200.2618561,0.189443648
08/02/97 7:55:00,7.342363834,200.6489868,0.207983658
08/02/97 8:00:00,7.347307205,200.4691925,0.198370308
08/02/97 8:05:00,7.350077629,200.2896881,0.216681421
08/02/97 8:10:00,7.545677185,200.3629303,0.216681436
08/02/97 8:15:00,7.558153152,200.5387115,0.180791646
08/02/97 8:20:00,7.564332962,200.1089172,0.180059209
08/02/97 8:25:00,7.560426712,199.7529602,0.208460107
08/02/97 8:30:00,7.556175232,200.3767242,0.216681436
08/02/97 8:35:00,7.574755192,200.2825775,0.216681421
08/02/97 8:40:00,7.555742264,200.1884003,0.222479954
08/02/97 8:45:00,7.559617996,199.8900604,0.228888825
08/02/97 8:50:00,7.5656147,200.3541565,0.256355494
08/02/97 8:55:00,7.572908401,200.7681274,0.256355494
08/02/97 9:00:00,7.552751541,200.2684479,0.256355494
08/02/97 9:05:00,7.559892654,199.696579,0.207525879
08/02/97 9:10:00,7.566697598,199.9437866,0.207525864
08/02/97 9:15:00,7.574419022,201.1253967,0.22278513
08/02/97 9:20:00,7.740707397,200.7958069,0.213858455
08/02/97 9:25:00,7.768583775,199.4905853,0.213629559
08/02/97 9:30:00,7.773705482,199.6004486,0.299081385
08/02/97 9:35:00,7.782233238,200.7180328,0.299081415
08/02/97 9:40:00,7.766015053,200.2750549,0.262840658
08/02/97 9:45:00,7.785461426,199.9388428,0.222785115
08/02/97 9:50:00,7.774659157,199.8109589,0.32654807
08/02/97 9:55:00,7.813666344,200.2425842,0.32654804
08/02/97 10:00:00,7.832407475,200.191864,0.32654804
08/02/97 10:05:00,7.824317455,200.1411591,0.280770302
08/02/97 10:10:00,7.873988628,199.6798706,0.280770302
08/02/97 10:15:00,7.913281918,199.2466888,0.280770302
08/02/97 10:20:00,7.942949295,200.2486877,0.280770302
08/02/97 10:25:00,7.947371006,200.2618561,0.280770302
08/02/97 10:30:00,7.969871044,200.2618561,0.280770302
08/02/97 10:35:00,8.037279129,199.4444427,0.260856956
08/02/97 10:40:00,8.044966698,199.9273071,0.286935031
08/02/97 10:45:00,8.052919388,200.2486877,0.311288834
08/02/97 10:50:00,8.133640289,200.0196075,0.332651764
08/02/97 10:55:00,8.143064499,199.6421814,0.332651764
08/02/97 11:00:00,8.156064034,199.8619385,0.446302682
08/02/97 11:05:00,8.153347969,200.25,0.441480756
08/02/97 11:10:00,8.248774529,200.184082,0.435041368
08/02/97 11:15:00,8.260650635,200.1181488,0.433362842
08/02/97 11:20:00,8.261489868,200.0522308,0.539567232
08/02/97 11:25:00,8.310968399,199.7608795,0.597552419
08/02/97 11:30:00,8.376300812,200.4859924,0.610370219
08/02/97 11:35:00,8.370868683,201.0397034,0.601214647
08/02/97 11:40:00,8.35603714,200.6652679,0.601214647
08/02/97 11:45:00,8.420643806,200.5453186,0.601214647
08/02/97 11:50:00,8.408101082,200.6551819,0.891140521
08/02/97 11:55:00,8.412103653,200.7650452,0.891140521
08/02/97 12:00:00,8.405705452,201.0804443,0.912076116
08/02/97 12:05:00,8.380070686,200.9006805,0.936307907
08/02/97 12:10:00,8.379570007,200.555191,0.936918259
08/02/97 12:15:00,8.375583649,200.7200012,1.113925695
